id,reference,base_hypothesis,final_hypothesis,base_wer,final_wer,wer_improvement,status,transition,base_errors,final_errors
623,là nó đã có những cái thay đổi như vậy rồi ví dụ như từ top hai thành top ba với em nó cũng là một cái relearning,là nó đã có những cái thay đổi như vậy rồi ví dụ như từ top 2 thành top 3 với em nó cũng là một cái relearning,là nó đã có những cái thay đổi như vậy rồi ví dụ như từ top hai thành top ba với em nó cũng là một cái relearning,0.07142857142857142,0.0,0.07142857142857142,improved,wrong_to_correct,2,0
624,ừ,thứ,thứ từ,1.0,2.0,-1.0,worsened,wrong_to_wrong,1,2
625,nhưng một người ngoài như em sẽ không bao giờ biết được hết rằng là liệu thật sự phía bên trong nó còn những cái gì nữa,nhưng một người ngoài như em em sẽ không bao giờ biết được hết rằng là liệu thật sự phía bên trong nó còn những cái gì nữa,nhưng một người ngoài như em sẽ không bao giờ biết được hết rằng là liệu thật sự phía bên trong nó còn những cái gì nữa,0.037037037037037035,0.0,0.037037037037037035,improved,wrong_to_correct,1,0
626,huuuu,thế giới dân,thế giới dân trình,3.0,4.0,-1.0,worsened,wrong_to_wrong,3,4
627,thì hôm nay là muốn xin anh hoàng kể một xíu,thì hôm nay là muốn xin nghe anh hoàng kể một xíu,thì hôm nay là muốn xin anh hoàng kể một xíu,0.09090909090909091,0.0,0.09090909090909091,improved,wrong_to_correct,1,0
628,ừm,ừm,ừm,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
629,kể về gì đấy ra,về gì đấy ta,về gì đấy ra,0.4,0.2,0.2,improved,wrong_to_wrong,2,1
630,về một sự,về một sự,về một sự,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
631,một cái mới,một cái mới,một cái mới,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
632,để,này,này để,1.0,1.0,0.0,unchanged,wrong_to_wrong,1,1
633,có thể chưa phải là đạt được nhưng mà mình aim minh đặt cái mong muốn rằng nó sẽ đạt được hiệu quả tốt hơn,có thể chưa phải là đạt được nhưng mà mình êm mình đặt cái mong muốn rằng nó sẽ đạt hiệu quả tốt hơn,có thể chưa phải là đạt được nhưng mà mình đặt cái mong muốn rằng nó sẽ đạt được hiệu quả tốt hơn,0.12,0.08,0.039999999999999994,improved,wrong_to_wrong,3,2
634,yeah,dạ,dạ giờ,1.0,2.0,-1.0,worsened,wrong_to_wrong,1,2
635,ừm,ừm,ừm,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
636,ví dụ như,ví dụ như,ví dụ như,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
637,anh nói câu chuyện là ừm,anh nói câu chuyện là,anh nói câu chuyện là,0.16666666666666666,0.16666666666666666,0.0,unchanged,wrong_to_wrong,1,1
638,trong cái cuộc thi đó tụi anh quảng bá rất nhiều về cái thông điệp,trong cái cuộc thi đó tụi anh quảng bá rất là nhiều về cái thông điệp,trong cái cuộc thi đó tụi anh quảng bá rất nhiều về cái thông điệp,0.06666666666666667,0.0,0.06666666666666667,improved,wrong_to_correct,1,0
639,từ cuộc việt nam qua cuộc thế giới đó là thông điệp thiên về hành động á,từ cuộc việt nam qua cuộc thế giới đó là thông điệp thiên về hành động á,từ cuộc việt nam qua cuộc thế giới đó là thông điệp thiên về hành động á,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
640,tại vì,tại vì,tại vì,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
641,anh tin là trong cái cái cái slogan của cuộc thi là em park phương ti làm vẻ đẹp nâng tầm ảnh hưởng đi,anh tin là trong cái slogan của cuộc thi là impact from beauty là mẹ đẹp nâng tầm ảnh hưởng đi,anh tin là trong cái slogan của cuộc thi là em park phương ti làm vẻ đẹp nâng tầm ảnh hưởng đi,0.3333333333333333,0.08333333333333333,0.25,improved,wrong_to_wrong,8,2
642,khi anh nghĩ về cái cái cái impact đó,khiến người yêu gái gây cái impact,khi anh nghĩ về cái impact đó,0.7777777777777778,0.2222222222222222,0.5555555555555556,improved,wrong_to_wrong,7,2
643,thì trong cái biện pháp nó có cái từ ác,thì trong cái impact nó có cái từ act,thì trong cái biện pháp nó có cái từ ác,0.3,0.0,0.3,improved,wrong_to_correct,3,0
644,để tạo impact này mình phải act,để tạo ra impact lên mình phải add,để tạo impact này mình phải,0.42857142857142855,0.14285714285714285,0.2857142857142857,improved,wrong_to_wrong,3,1
645,để muốn tạo được ảnh hưởng thì mình phải hành động,muốn tạo được ảnh hưởng thì mình phải hành động,mình phải hành động để muốn tạo được ảnh hưởng,0.09090909090909091,0.8181818181818182,-0.7272727272727273,worsened,wrong_to_wrong,1,9
646,cho nên trong cuộc thi nếu em thấy anh đưa rất nhiều thông điệp khuyến khích người ta hành động hơn là nói,cho nên là trong cái cuộc thi nữa mà em thấy là anh đưa rất nhiều thông điệp khuy kích người ta hành động hơn là nói,cho nên trong cuộc thi nếu em thấy anh đưa rất nhiều thông điệp khuyến khích người ta hành động hơn là nói,0.30434782608695654,0.0,0.30434782608695654,improved,wrong_to_correct,7,0
647,tại vì anh thấy nhiều cuộc thi sắc đẹp thì,tại vì anh thấy nhiều cuộc thi sắc đẹp thì,tại vì anh thấy nhiều cuộc thi sắc đẹp thì,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
648,giai đoạn một là phụ nữ đẹp giai đoạn thứ hai là phụ nữ đẹp mà nói tốt,giai đoạn 1 là phụ nữ đẹp giai độn thứ 2 là phù nữ mà nói tốt,giai đoạn một là phụ nữ đẹp giai đoạn thứ hai là phụ nữ đẹp mà nói tốt,0.2777777777777778,0.0,0.2777777777777778,improved,wrong_to_correct,5,0
649,thì anh tin là ở cái giai đoạn mới là cần những người phụ nữ,thì anh tin là ở cái giai đoạn mới là cần những người phụ nữ,thì anh tin là ở cái giai đoạn mới là cần những người phụ nữ,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
650,nói được làm được,nó được làm được,nó được làm được,0.25,0.25,0.0,unchanged,wrong_to_wrong,1,1
651,tại vì mình thấy rất nhiều good speaker rồi,tại vì mình thấy rất nhiều good speaker rồi,because i see many goosebippers already,0.0,1.0,-1.0,worsened,correct_to_wrong,0,9
652,những người phụ nữ diễn thuyết,những người phụ nữ diễn thuyết,những người phụ nữ diễn thuyết,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
653,truyền cảm hứng rồi,chuyện cảm hứng rồi,truyền cảm hứng rồi,0.25,0.0,0.25,improved,wrong_to_correct,1,0
654,nhưng mà sau đó thì những điều họ hứa họ có thực sự làm,nhưng mà sau đó thì những điều họ hứa họ có thực sự làm,nhưng mà sau đó thì những điều họ hứa họ có thực sự làm,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
655,họ có định làm những điều họ nói hay không hay họ chỉ nói để đăng quang thôi,họ có định làm những điều họ nói hay không hoặc chỉ nói để đăng quan thôi,họ có định làm những điều họ nói hay không hay họ chỉ nói để đăng quang thôi,0.16666666666666666,0.0,0.16666666666666666,improved,wrong_to_correct,3,0
656,lại là câu chuyện khác,lại là câu chuyện khác,lại là câu chuyện khác,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
657,thế nên là anh thấy để mà cái,thế nên là anh thấy để mà cái,thế nên là anh thấy để mà cái,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
658,những cuộc thi sắc đẹp nó vẫn giống như em nói là relevant để người ta tiếp nhận,những cuộc thi sắc đẹp nó vẫn giống như em nói là relevant để người ta tiếp nhận,những cuộc thi sắc đẹp nó vẫn giống như em nói là liên quan để người ta tiếp nhận,0.0,0.1111111111111111,-0.1111111111111111,worsened,correct_to_wrong,0,2
659,một cách tích cực,một cách tích cực,một cách tích cực,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
660,nó tồn tại được trong đời sống chỉ có cách là những người đang quan từ đó thực sự được công nhận,đó tồn tại được trong đời sống chỉ có cách là những người đang quen từ đó thật sự được công nhận,ít tồn tại được trong đời sống chỉ có cách là những người đang quan từ đó thực sự được công nhận,0.13636363636363635,0.045454545454545456,0.0909090909090909,improved,wrong_to_wrong,3,1
661,mà muốn họ được công nhận thì những lời họ hứa họ phải có ý định làm,mà muốn họ được công nhận thì những lời họ hứa họ phải có ý định là,mà muốn họ được công nhận thì những lời họ hứa họ phải có ý định làm,0.058823529411764705,0.0,0.058823529411764705,improved,wrong_to_correct,1,0
662,cho nên trong cái cách làm của cuộc thi này,cho nên trong cái cách làm của cuộc thi này,cho nên trong cái cách làm của cuộc thi này,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
663,ờm anh anh gần như,anh gần như,anh anh gần như,0.4,0.2,0.2,improved,wrong_to_wrong,2,1
664,là anh push anh bắt thí sinh của mình,là anh push anh bắt thí sinh của mình,là anh push anh bắt thí sinh của mình,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
665,phải,phải,phải,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
666,cam kết bản thân với một cái kế hoạch hành động cụ thể,cam kết bản thân với một cái kế hoạch hành động cụ rã,cam kết bản thân với một cái kế hoạch hành động cụ thể,0.07692307692307693,0.0,0.07692307692307693,improved,wrong_to_correct,1,0
667,và chính dư luận sẽ là cái người,và chính dư luận sẽ là cái người,và chính dư luận sẽ là cái người,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
668,đánh giá mình nếu mà mình không làm nữa,đánh giá mình nếu mà mình không làm á,đánh giá mình nếu mà mình không làm nữa,0.1111111111111111,0.0,0.1111111111111111,improved,wrong_to_correct,1,0
669,và chính cái đó tạo nên một cái áp lực cho các bạn,và chính cái đó tạo nên một cái áp lực cho các bạn,và chính cái đó tạo nên một cái áp lực cho các bạn,0.0,0.0,0.0,unchanged,correct_to_correct,0,0
670,tại vì bản thân nếu không có áp lực thì anh thấy có nhiều bạn đăng quang xong sẽ có xu hướng,tại vì bản thân nếu không có cái áp lực thì anh thấy có nhiều bạn đang quang xong sẽ có xu hướng,tại vì bản thân nếu không có áp lực thì anh thấy có nhiều bạn đăng quang xong sẽ có xu hướng,0.09090909090909091,0.0,0.09090909090909091,improved,wrong_to_correct,2,0
671,là lười,là lùi,là lùi,0.5,0.5,0.0,unchanged,wrong_to_wrong,1,1
672,thành dùng từ là vậy tức là an toàn trong những cái gì mà mình có được tại vì rõ ràng là đăng quang một cuộc thi hoa hậu là đời sống của em thay đổi mà em đi ra đường được nhiều người biết được săn đón đến các sự kiện bao nhiêu ống kính mới quay chỉ vào,thành dùng từ là vậy tức là an toàn trong những cái gì mà mình có được tại vì rõ ràng là đang quay một cuộc thi hoa hậu là đời sống của em thay đổi mà em đi ra đường được nhiều người biết được săn nón đến các sự kiện bao nhiêu ống kính mới quay chỉ vào,thành dùng từ là vậy tức là an toàn trong những cái gì mà mình có được tại vì rõ ràng là đăng quang một cuộc thi hoa hậu là đời sống của em thay đổi mà em đi ra đường được nhiều người biết được săn đón đến các sự kiện bao nhiêu ống kính mới quay chỉ vào,0.05,0.0,0.05,improved,wrong_to_correct,3,0
673,lên xe hơi về có mở cửa có trợ lý mở ra,lên xe hơi về mở cửa có trợ lý mở ra,lên xe hơi về có mở cửa có trợ lý mở ra,0.08333333333333333,0.0,0.08333333333333333,improved,wrong_to_correct,1,0
674,rõ ràng là cũng sướng đấy,cho nên là cũng sướng ít,rõ ràng là cũng sướng đấy,0.5,0.0,0.5,improved,wrong_to_correct,3,0
675,nhưng mà nếu mình sống trong cái sướng nhiều thì mình sẽ hư đó,nhưng mà nếu mà mình sống trong cái xướng nhiều mình sẽ hư nữa,nhưng mà nếu mình sống trong cái sung múc thì mình sẽ hư đó,0.2857142857142857,0.14285714285714285,0.14285714285714285,improved,wrong_to_wrong,4,2
676,nên trong cái sướng đó mình đồng thời phải tạo ra một cái áp lực để rèn mọi người lại,nên trong cái sướng đó mình đồng thời phải tạo ra một cái áp lực để ràng mọi người lại,nên trong cái sướng đó mình đồng thời phải tạo ra một cái áp lực để rèn mọi người lại,0.05,0.0,0.05,improved,wrong_to_correct,1,0
677,và cái áp lực này chính là áp lực của dư luận,và cái áp lực này chính là áp của dư luận,và cái áp lực này chính là áp lực dư luận,0.08333333333333333,0.08333333333333333,0.0,unchanged,wrong_to_wrong,1,1
